Date	doy	dec.t	diam10.2	diam10.6	diam10.9	diam11.3	diam11.8	diam12.2	diam12.6	diam13.1	diam13.6	diam14.1	diam14.6	diam15.1	diam15.7	diam16.3	diam16.8	diam17.5	diam18.1	diam18.8	diam19.5	diam20.2	diam20.9	diam21.7	diam22.5	diam23.3	diam24.1	diam25	diam25.9	diam26.9	diam27.9	diam28.9	diam30	diam31.1	diam32.2	diam33.4	diam34.6	diam35.9	diam37.2	diam38.5	diam40	diam41.4	diam42.9	diam44.5	diam46.1	diam47.8	diam49.6	diam51.4	diam53.3	diam55.2	diam57.3	diam59.4	diam61.5	diam63.8	diam66.1	diam68.5	diam71	diam73.7	diam76.4	diam79.1	diam82	diam85.1	diam88.2	diam91.4	diam94.7	diam98.2	diam101.8	diam105.5	diam109.4	diam113.4	diam117.6	diam121.9	diam126.3	diam131	diam135.8	diam140.7	diam145.9	diam151.2	diam156.8	diam162.5	diam168.5	diam174.7	diam181.1	diam187.7	diam194.6	diam201.7	diam209.1	diam216.7	diam224.7	diam232.9	diam241.4	diam250.3	diam259.5	diam269	diam278.8	diam289	diam299.6	diam310.6	diam322	diam333.8	diam346	diam358.7	diam371.8	diam385.4	diam399.5	diam414.2
2017-11-05T14:30:00Z	1405.6045601851852	14.509444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5357	17.6801	0	7.96518	7.60971	14.5417	6.57686	12.9137	5.74428	5.00684	17.8118	36.0062	43.5414	14.4487	39.0553	40.5615	33.4094	29.0482	42.4466	67.3368	85.9764	88.3077	138.005	148.292	168.204	184.23	199.326	267.445	281.108	433.066	381.818	449.966	469.46	581.566	725.95	660.601	846.66	718.614	1048.2	1055.22	1170.08	1183.34	1255.7	1251	1252.23	1413.27	1564.2	1550.07	1572.91	1704.82	1861.35	1866.7	1792.52	1911.37	1932.07	2070.1	2085.66	2262.58	2177.5	2187.52	2185.93	2048.9	2166.73	1921.09	2158.74	1996.39	1960.12	1812.77	1644.45	1695.93	1556.19	1501.76	1303.24	1273.06	979.754	935.533	917.737	769.374	766.572	666.73	541.732	437.172	411.386	303.798	304.452	223.205	128.143	141.508	138.74	57.6241
2016-12-30T00:45:00Z	1095.03125	0.75	0	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	4.691515977797381	1e-4	1e-4	1e-4	4.17509289702183	4.085501037770223	3.9917538565056097	3.91124896360837	8.968141661503733	13.780642922430728	13.303259476264389	27.171230463046523	26.49499678147521	39.15159537398427	37.99717280346418	58.107684684344136	73.34320976851936	91.30452288203396	109.00038641065542	163.1304360769039	174.9321274031255	210.62833729476367	195.98373938437481	275.04985738196274	275.30364703971554	405.02023043245373	565.7096883921914	568.9603414172834	597.7006304453304	795.5982946398088	730.6645607846976	875.430421685705	931.2950338417231	914.3638709749429	1098.8099546744731	1019.8265360815411	1266.9321584982645	1301.1769507203971	1354.14129551658	1404.0651432868126	1499.118278151796	1589.7408660644162	1750.7029358004388	1893.5745538387773	1928.935680168583	1984.9463446170794	2217.2465755581907	2049.2763784033555	2159.745761716303	2219.1447538297566	2385.623381058096	2262.321584736198	2337.0694463091068	2276.6069900769576	2370.1941232992763	2208.6509642032543	2266.0974032224626	2129.7035771765554	2062.009362524633	1987.0248359097054	2028.6700086068786	1806.9948918051873	1701.3894163428993	1635.9136702508938	1634.7575817705954	1508.9812423782075	1506.414493285302	1300.3575114775372	1180.780221494741	1113.992545559896	1072.8845782847898	923.5863287543602	914.241805924816	691.8189315710135	628.9657144894487	516.2961636366098	437.30928802240254	460.9030966195673	292.75459828792594	336.3107162226382	220.89454522937436	169.0740090137283	178.23711704845118	155.6037950696453
2014-04-24T23:05:00Z	114.96180555555556	23.083333333333332	1e-4	1e-4	2.6158970448581726	27.128627586278206	1e-4	1e-4	3.1938501810245974	1e-4	5.92792207249234	19.362989582937562	7.246123021038681	1e-4	18.339294499545556	47.36708909769928	35.608232048314605	34.60506967728702	16.248733699105024	39.798097613865224	78.84547286246408	46.67698560748591	29.911355678314976	35.229805711252915	26.816736755977125	75.6256722711995	52.642841777007554	50.50784239812186	61.08437769678061	62.70797811080444	39.849594822832415	104.36441450811472	68.91658418311361	55.93282621584824	84.2552118037525	101.59202390299558	64.17607709108496	78.71742421448009	69.41031962580048	39.05389124136887	78.26980343290656	78.63969927169762	74.8729399900418	50.69330341825642	52.2809181162563	87.47627201967057	87.5867493207503	102.85855226658036	93.9073096687376	127.03774309903359	134.29352385672067	156.88505201275544	116.00792111834362	219.28572959788795	226.58226979500182	275.0537815608369	275.2003213995686	363.4535466115001	332.4362619024138	327.8518043634719	402.2831757973115	338.9082463881497	404.56645112509375	413.0502243489473	311.7096413731892	364.3608761900004	321.8088240808407	287.77156311111884	287.9511675425944	202.83165153837516	254.7510375119111	250.29139961712855	236.05480672543524	187.84710529531992	240.0755084891255	130.32607990647094	165.77257682200607	172.72030866628705	213.02898867617242	224.5649749434049	181.12494413011115	170.87409683048975	195.26746255435614	176.18007058625025	234.45373991237508	229.83470093187287	288.93276583434755	318.6281740362303	309.8125099479225	230.13023678579015	253.02015705141932	251.5350671826249	267.7662148024574	372.74062368850304	322.189317281433	308.16409084620045	322.3799674054677	215.70997040063617	213.79312341291535	175.98244992624265	154.84897312901967	154.99649200349475	121.02825468015861	123.68406147719497	143.61493718719694	94.25608744270406
2016-04-17T00:46:00Z	838.0319444444444	0.7666666666666667	1e-4	51.410335401668846	1e-4	1e-4	21.883657295099283	11.016421902645732	60.438256130394166	1e-4	65.65951902755533	78.72105410597422	77.7046385340594	33.47909312651346	74.962639368613	167.32952967929282	69.99966518351434	137.16524470829395	130.50493298022377	197.27120762979442	214.5959999015163	297.47985382963554	245.77698871763778	282.52568446886323	416.1932365862468	429.64273358116736	406.1375649000877	541.1524437829592	551.2790785673407	762.9529977876798	742.3830136147369	825.0946707616381	998.1453038483505	1249.029959717735	1461.124634249144	1443.5952441587124	1709.9190112031251	1716.2498479289484	2079.3453246224863	1872.9540428765754	2142.6288714655934	2196.3891585006377	2553.2243661666616	2453.193127951446	2946.5007194238897	2933.8140557782544	2920.4426458053645	3168.546743375759	3321.2583471528574	3366.279913770596	3310.8374395402	3409.6469275103636	3118.8308952828925	2824.060364312905	2674.925970623618	2464.26297315726	2191.371611581467	1939.5146738956826	1622.1370901499954	1411.3702901474473	1475.0085231256876	1283.1712384591813	1296.7660396024735	1299.9347688518671	1222.9477456563818	1366.2457080197908	1289.688211768813	1214.0255880250306	1235.9881517764995	1148.025963097338	1148.1091170562481	1038.3279281839	1002.4626886046783	1131.912747058199	930.5910076920647	971.5007402698852	918.3619152498542	948.179845110019	920.8143135182482	906.5518393534693	793.4570511484748	870.7277997419325	810.5772103024277	682.3694070430187	677.7536221771051	622.9528329637528	540.3542427879638	510.7928671564612	490.39194330789485	450.97843601691136	368.62450757589727	324.21329455719854	255.04984727666576	249.9112665891086	224.67565192028164	155.90213486772987	159.40881308418446	116.36978599849658	88.12515363252645	76.9520155955457	68.19047024328347	49.8136649405336	52.41565215550044	1e-4	1e-4	1e-4
2018-03-31T20:10:00Z	1551.8404513888888	20.170833333333334	1e-4	1e-4	1e-4	6.456884524394404	12.096037536815022	1e-4	1e-4	8.613986488759561	34.69971610993686	1e-4	7.731613675301623	18.376809369406065	7.186508910007936	16.582785397842443	15.67558947498163	1e-4	22.504490890759573	5.938567263370878	28.18595146214649	26.988920371921807	11.900633708196427	30.680128961306217	10.608906597359177	12.049913931701216	36.77078569236033	20.54630838080996	18.95569032604825	39.58323147044077	26.992422164076174	20.431639693503577	46.19026024501889	28.356095191505155	42.75444211564591	26.989438692777064	31.74098449153854	43.304743592867524	69.03029625626691	43.815125146091134	74.62879690739504	91.3687470246532	131.2347509877105	141.45783211696224	163.73416417497012	175.39369633027445	172.36840101947345	154.02373135440664	222.79836062050404	279.55386553408096	266.35914370205467	280.3444097083291	349.790804824024	366.85894750011914	348.44331229232836	516.0211942976184	517.7636069645479	509.7187067371588	627.97320912348	614.2951943545776	527.9069008694923	581.4152977707704	465.9772505801719	472.4938626751495	404.2631519810639	414.89215990979324	307.8238615372783	296.4612754438666	332.3644193045993	405.58129649043747	374.6929123360064	377.85628449068156	432.7834293465465	345.41231035918685	448.4369782633708	386.78044819644333	393.7786623873451	357.5916944836412	305.7254762328379	345.18609286434895	296.83646742052866	359.7776476448014	337.5416405607982	290.0904531385322	300.13904229491044	341.1994628672318	327.2496701547446	332.25072114095263	250.17851691137747	185.1711677161442	214.6836265486562	216.02384495907882	152.0968818841731	154.0687429832422	96.63893383540022	110.59590571165961	60.17546409164411	78.57361455464157	72.96836271321553	50.36781415677785	61.32337440439985	44.58369561184744	50.34993683665751	25.66085055256195	29.444942660445705	15.942666898910415
2014-04-01T20:35:00Z	91.85763888888889	20.583333333333332	1e-4	24.76758024370234	1e-4	1e-4	1e-4	1e-4	1e-4	6.668450438716526	37.83735026093953	1e-4	37.43357135540218	47.76977152168665	88.38581130273566	182.74866124135912	55.06290816488715	119.08262049381187	90.41832507261847	62.94475167431791	91.93647580739818	90.57997169784349	72.5522312991647	71.84175473281306	169.79300721989907	119.0358101111974	168.20386682211273	185.15504827958551	162.9381760116289	168.04820674232505	184.00883724128946	168.59989223495432	216.14751923200603	204.01590798896132	250.4407647233025	232.46702802126896	244.10608892231426	237.41910285194334	230.82744638482794	245.56226344726534	264.7740242409482	277.01169132352004	255.061093729071	304.4635731230309	260.04203582421735	314.7136309417135	375.1101218292776	316.9888131655974	334.10348545875	365.2255045965903	377.2705770046604	345.65495947438274	455.72386489231593	453.48360298406044	536.2196625351971	529.1575771077543	549.9734621646513	641.4386608599328	512.5767306810131	482.42236045361756	479.2285973018042	498.39917595474776	379.7889418463204	361.28878252610093	301.9668518927004	312.8015054887841	268.11652932824825	183.7410829331089	209.39831805285155	171.84226362894364	184.7869654619365	147.76057508096432	162.41323322064966	123.54262612805334	155.99418938773508	172.85005296173057	163.94572085523453	249.8818253711701	199.57578052612692	236.3743180592663	232.7477772488902	214.08956799730353	189.57375060605762	219.35338491636654	201.43710103731078	158.96036977582338	185.73880735253897	129.015903000684	171.47880748765076	86.44016736851115	86.53917906701196	50.457726615944715	47.85701601827367	41.55239586208091	32.78911404698292	20.872552209097893	18.06875739386591	18.26527750239538	12.076860721484362	15.996255039161102	15.42400783954389	1e-4	2.5055636248854665	6.1177656118265364	6.18766497783416	2.6719645445722238
2014-04-06T12:35:00Z	96.52430555555556	12.583333333333334	0	0	0	0	0	0	0	0	0	0	11.8271	22.2347	0	9.8355	0	8.8304	8.3286	0	7.6014	14.5258	6.3674	19.1209	21.3784	26.3584	39.6133	16.1019	19.6327	29.2903	38.3166	52.4029	51.5744	61.4892	78.9695	54.6789	75.5535	39.614	96.2599	97.627	82.0307	112.012	117.473	130.01	138.923	104.807	122.268	219.392	171.674	271.046	253.301	289.087	341.151	401.035	426.632	498.894	556.889	544.274	525.696	607.836	481.632	547.645	531.274	504.889	518.155	498.946	438.802	486.883	439.241	530.049	462.244	504.271	532.233	505.387	471.849	464.967	498.331	429.322	436.293	339.508	436.992	411.151	353.925	328.826	259.802	198.858	280.422	287.014	255.92	183.354	169.948	166.72	143.96	147.34	90.5391	108.412	61.2134	82.2704	87.1581	96.5647	60.0282	46.6534	50.6224	27.6137	25.1186	29.2613
2016-06-30T08:45:00Z	912.3645833333334	8.75	1e-4	15.73914829187305	86.0533768221378	16.313496460608917	31.810968952947718	42.8807373595063	33.86719745374536	32.47208824227093	86.90246702898418	2.3501674063571016	6.248889058031665	62.26014993154146	92.14352127775865	4.675504021137947	5.653781875450605	42.044035069023515	94.90666726887511	133.85014384739728	25.854916365032132	25.78985327265685	71.97721876991727	57.07679073340243	24.96382492373849	71.52213604916996	35.222222511630775	85.90875487621113	83.90486559359027	104.45423315095172	32.37889727375965	98.10559567738495	120.26771348294304	121.15318907325087	183.21379581158962	169.77016826080583	217.03644892980395	331.22268474603914	339.7398697410413	445.4930235903327	520.7125847689912	673.3934673344489	766.6395375941844	851.074362616292	1125.2765022848193	1137.6206939614997	1382.3794225618058	1759.9624682430883	1735.992412866961	2096.3413464200676	2282.886042718552	2497.861824485603	2626.2413316917273	2508.61612149277	2480.4163747733915	2374.187606088092	2281.920066753615	2344.5066802808533	2359.292130293643	2223.9179160909807	2329.97849344583	2297.903284969356	2385.259777631382	2172.689903273508	2453.093996871657	2146.772832300469	2319.965943797505	2371.3836785785993	2373.4063669418833	2426.1440718813947	2381.1568930866747	2213.2651603762392	2206.1591800732567	2086.2982692626597	2131.023376038383	1932.234783275968	1904.8214113924578	1713.834636659241	1446.3831836240422	1558.3986449912993	1340.8095826332801	1261.3168887438899	1080.2506945755663	1019.6711303787755	877.4093910484476	818.4175013435827	631.9806259295007	582.3478296718968	599.040264129941	540.331989576669	425.9681275874683	357.05077276755645	381.6390264836623	233.87099449267032	277.06178105294987	180.24647555311608	222.61618039233682	147.40399983222872	75.07003875624086	95.47240161517976	103.00119154538065	98.35651446907868	55.22547400997239	1e-4	1e-4	1e-4
2014-02-21T14:40:00Z	52.611111111111114	14.666666666666666	1e-4	1e-4	61.05016341904485	63.837731111088914	32.37137699687871	85.72177441012047	160.85700759239234	84.40583478725918	108.64781412131676	193.90598437528922	49.70731301249769	125.01958009054306	126.17491324744739	151.7920912259733	186.91706534140553	165.12655870715145	184.2517197304161	153.21891307637765	109.15677033723271	121.71578439515187	84.48886442611112	78.66530922344995	81.28774445829802	82.17969594877391	43.798542322119786	32.01317445325573	75.13014507661549	39.57388232085446	20.606741503495222	26.941882125645733	13.372999150449795	79.0256160290332	93.79453254507925	52.1479467134013	79.17473459793683	118.87886397477894	156.31550946954968	132.62937004862272	144.95777627737715	211.25216823233478	209.92934222137373	189.91028165769362	189.64503262365764	238.77717880711594	182.03235478377408	221.3893101343352	228.95797100134018	188.38772566301913	164.88547422433712	209.38980396029785	138.04658778555935	177.65002486997486	154.7511490883524	122.70487271544374	107.69937404673094	105.03572715326446	119.20716035698246	74.1850373285051	54.651319195002976	52.20449633068395	77.09598587810859	73.16515837321353	54.3284514630915	63.85701416946668	67.37121605936672	53.44070346343171	51.976810710118436	74.82738249025007	80.31778952810275	70.01616581187145	91.3928286610866	112.27059358486612	123.81593320399287	71.58254820318871	112.224972677403	100.09688301589874	75.17537435505878	112.86587663155473	95.0330695724316	95.83468614045894	101.46181945206098	90.00966191281861	90.56804234472676	83.04458775823798	101.68160552909266	37.840151121249484	60.39941316705594	52.737553317526576	60.38964837845167	25.64925602176153	36.646557606901524	33.804028162595884	11.702041654454327	3.0682520535131177	1e-4	6.380255480969124	6.518396886349485	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4	1e-4
2017-03-22T13:33:00Z	1177.564988425926	13.559722222222224	0	0	0	0	0	0	0	0	0	0	0	11.315	0	0	9.422	0	0	0	0	0	6.956	0	6.03	11.742	0	10.111	4.35	19.017	2.26	16.296	9.741	54.858	29.55	43.049	57.339	67.931	49.236	98.113	99.944	119.058	132.837	172.502	166.252	201.975	248.795	294.886	329.687	416.327	397.059	472.321	432.051	510.793	544.925	477.724	486.83	476.668	390.759	457.826	389.619	377.867	249.696	232.338	291.653	365.277	319.415	269.107	329.315	337.479	318.47	418.638	368.995	365.882	394.632	444.833	414.697	368.522	457.416	434.156	391.919	380.032	368.388	323.518	308.04	372.428	347.442	268.228	314.097	221.167	198.399	141.555	187.246	145.248	90.575	57.139	58.09	42.421	46.468	27.016	30.749	31.302	14.167	21.647	7.306	11.171
